Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,Property_Type,City,District,Land_Price_Per_M2,Land_Value
"Dự án Melosa Garden, Đường Vành Đai Trong, Phường Phú Hữu, Quận 9, Hồ Chí Minh",82.0,5.0,12.0,Tây - Nam,Đông - Nam,1.0,4.0,4.0,Have certificate,Full,3.969287589648296,Chung cư,Hồ Chí Minh,Quận 9 (Thủ Đức),90.0,7380.0
"Dự án Melosa Garden, Đường Vành Đai Trong, Phường Phú Hữu, Quận 9, Hồ Chí Minh",82.0,5.0,12.0,Tây - Nam,Đông - Nam,2.0,4.0,4.0,Have certificate,Full,6.150878992554271,Chung cư,Hồ Chí Minh,Quận 9 (Thủ Đức),90.0,7380.0
"Dự án Melosa Garden, Đường Vành Đai Trong, Phường Phú Hữu, Quận 9, Hồ Chí Minh",82.0,5.0,12.0,Tây - Nam,Đông - Nam,3.0,4.0,4.0,Have certificate,Full,8.200876683274648,Chung cư,Hồ Chí Minh,Quận 9 (Thủ Đức),90.0,7380.0
"Đường Đoàn Văn Bơ, Phường 14, Quận 4, Hồ Chí Minh",21.7,4.0,4.15,Đông - Nam,Đông - Nam,1.0,2.0,2.0,Have certificate,Full,1.5798531542361067,Nhà,Hồ Chí Minh,Quận 1,500.0,10850.0
"Đường Đoàn Văn Bơ, Phường 14, Quận 4, Hồ Chí Minh",21.7,4.0,4.15,Đông - Nam,Đông - Nam,2.0,2.0,2.0,Have certificate,Full,2.3659716246390867,Nhà,Hồ Chí Minh,Quận 1,500.0,10850.0
"Đường Đoàn Văn Bơ, Phường 14, Quận 4, Hồ Chí Minh",21.7,4.0,4.15,Đông - Nam,Đông - Nam,3.0,2.0,2.0,Have certificate,Full,2.9274469091826547,Nhà,Hồ Chí Minh,Quận 1,500.0,10850.0
"Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",48.0,4.0,4.0,Đông - Nam,Đông - Nam,1.0,3.0,3.0,Have certificate,Basic,1.9764836638890344,Nhà,Hồ Chí Minh,Tân Phú,85.0,4080.0
"Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",48.0,4.0,4.0,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Have certificate,Basic,2.8653225990179814,Chung cư,Hồ Chí Minh,Tân Phú,85.0,4080.0
"Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",48.0,4.0,4.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Basic,3.490712996904712,Nhà,Hồ Chí Minh,Tân Phú,85.0,4080.0
"Hẻm Số 1, Đường Cách Mạng Tháng Tám, Phường 7, Tân Bình, Hồ Chí Minh",120.0,6.0,6.0,Đông - Nam,Đông - Nam,1.0,3.0,2.0,Have certificate,Full,11.45374136375286,Nhà,Hồ Chí Minh,Quận 1,500.0,60000.0
"Hẻm Số 1, Đường Cách Mạng Tháng Tám, Phường 7, Tân Bình, Hồ Chí Minh",120.0,6.0,6.0,Đông - Nam,Đông - Nam,2.0,3.0,2.0,Have certificate,Full,16.34922606187801,Nhà,Hồ Chí Minh,Quận 1,500.0,60000.0
"Hẻm Số 1, Đường Cách Mạng Tháng Tám, Phường 7, Tân Bình, Hồ Chí Minh",120.0,6.0,6.0,Đông - Nam,Đông - Nam,3.0,3.0,2.0,Have certificate,Full,20.18542033705998,Nhà,Hồ Chí Minh,Quận 1,500.0,60000.0
"Đường Nguyễn Thị Thử, Xã Xuân Thới Sơn, Hóc Môn, Hồ Chí Minh",176.0,5.0,13.0,Đông - Nam,Đông - Nam,1.0,3.0,2.0,Have certificate,Basic,8.922641568912317,Nhà,Hồ Chí Minh,Hóc Môn,25.0,4400.0
"Đường Nguyễn Thị Thử, Xã Xuân Thới Sơn, Hóc Môn, Hồ Chí Minh",176.0,5.0,13.0,Đông - Nam,Đông - Nam,2.0,3.0,2.0,Have certificate,Basic,14.052404681748984,Nhà,Hồ Chí Minh,Hóc Môn,25.0,4400.0
"Đường Nguyễn Thị Thử, Xã Xuân Thới Sơn, Hóc Môn, Hồ Chí Minh",176.0,5.0,13.0,Đông - Nam,Đông - Nam,3.0,3.0,2.0,Have certificate,Basic,17.462492098735545,Nhà,Hồ Chí Minh,Hóc Môn,25.0,4400.0
"1/, Đường Phạm Văn Chiêu, Phường 9, Gò Vấp, Hồ Chí Minh",65.0,5.0,6.0,Đông - Nam,Đông - Nam,1.0,4.0,5.0,Have certificate,Basic,2.9750874826749234,Nhà,Hồ Chí Minh,Quận 1,500.0,32500.0
"1/, Đường Phạm Văn Chiêu, Phường 9, Gò Vấp, Hồ Chí Minh",65.0,5.0,6.0,Đông - Nam,Đông - Nam,2.0,4.0,5.0,Have certificate,Basic,4.271352677653233,Nhà,Hồ Chí Minh,Quận 1,500.0,32500.0
"1/, Đường Phạm Văn Chiêu, Phường 9, Gò Vấp, Hồ Chí Minh",65.0,5.0,6.0,Đông - Nam,Đông - Nam,3.0,4.0,5.0,Have certificate,Basic,5.446954777144953,Nhà,Hồ Chí Minh,Quận 1,500.0,32500.0
"Đường Số 24B, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",80.0,4.0,6.0,Đông - Nam,Đông - Nam,1.0,4.0,4.0,Have certificate,Full,4.096297408312319,Nhà,Hồ Chí Minh,Quận 4,160.0,12800.0
"Đường Số 24B, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",80.0,4.0,6.0,Đông - Nam,Đông - Nam,2.0,4.0,4.0,Have certificate,Full,6.078405472905734,Nhà,Hồ Chí Minh,Quận 4,160.0,12800.0
"Đường Số 24B, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",80.0,4.0,6.0,Đông - Nam,Đông - Nam,3.0,4.0,4.0,Have certificate,Full,7.510811881604064,Nhà,Hồ Chí Minh,Quận 4,160.0,12800.0
"121C, Đường Cư xá Phú Thọ Hòa, Phường 5, Quận 11, Hồ Chí Minh",51.0,4.0,6.0,Đông - Nam,Đông - Nam,1.0,4.0,3.0,Have certificate,Full,3.18523784222076,Nhà,Hồ Chí Minh,Quận 1,500.0,25500.0
"121C, Đường Cư xá Phú Thọ Hòa, Phường 5, Quận 11, Hồ Chí Minh",51.0,4.0,6.0,Đông - Nam,Đông - Nam,2.0,4.0,3.0,Have certificate,Full,4.944966292625568,Nhà,Hồ Chí Minh,Quận 1,500.0,25500.0
"121C, Đường Cư xá Phú Thọ Hòa, Phường 5, Quận 11, Hồ Chí Minh",51.0,4.0,6.0,Đông - Nam,Đông - Nam,3.0,4.0,3.0,Have certificate,Full,6.410017224057095,Nhà,Hồ Chí Minh,Quận 1,500.0,25500.0
"38/35, Đường Hiệp Thành 37, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",133.8,5.1,6.0,Đông - Nam,Đông - Nam,1.0,3.0,3.0,Have certificate,Full,2.2937768602677804,Nhà,Hồ Chí Minh,Quận 1,500.0,66900.0
"38/35, Đường Hiệp Thành 37, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",133.8,5.1,6.0,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Have certificate,Full,3.662711216975677,Nhà,Hồ Chí Minh,Quận 1,500.0,66900.0
"38/35, Đường Hiệp Thành 37, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",133.8,5.1,6.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,4.728491763781542,Nhà,Hồ Chí Minh,Quận 1,500.0,66900.0
"Đường Bùi Quang Là, Phường 12, Gò Vấp, Hồ Chí Minh",122.0,5.5,5.0,Nam,Nam,1.0,5.0,3.0,Have certificate,Full,2.7344693904673405,Nhà,Hồ Chí Minh,Quận 1,500.0,61000.0
"Đường Bùi Quang Là, Phường 12, Gò Vấp, Hồ Chí Minh",122.0,5.5,5.0,Nam,Nam,2.0,5.0,3.0,Have certificate,Full,3.9883463496772,Nhà,Hồ Chí Minh,Quận 1,500.0,61000.0
"Đường Bùi Quang Là, Phường 12, Gò Vấp, Hồ Chí Minh",122.0,5.5,5.0,Nam,Nam,3.0,5.0,3.0,Have certificate,Full,4.9250946073128565,Nhà,Hồ Chí Minh,Quận 1,500.0,61000.0
"Đường Bà Hom, Phường 13, Quận 6, Hồ Chí Minh",56.0,4.0,6.0,Đông - Nam,Đông - Nam,1.0,5.0,5.0,Have certificate,Full,3.169944500317637,Nhà,Hồ Chí Minh,Quận 1,500.0,28000.0
"Đường Bà Hom, Phường 13, Quận 6, Hồ Chí Minh",56.0,4.0,6.0,Đông - Nam,Đông - Nam,2.0,5.0,5.0,Have certificate,Full,4.960929496864176,Nhà,Hồ Chí Minh,Quận 1,500.0,28000.0
"Đường Bà Hom, Phường 13, Quận 6, Hồ Chí Minh",56.0,4.0,6.0,Đông - Nam,Đông - Nam,3.0,5.0,5.0,Have certificate,Full,6.188340138011846,Nhà,Hồ Chí Minh,Quận 1,500.0,28000.0
"Đường Ba Đình, Phường 8, Quận 8, Hồ Chí Minh",100.0,5.0,2.5,Đông - Nam,Đông - Nam,1.0,4.0,2.0,Have certificate,Full,4.275400489984557,Nhà,Hồ Chí Minh,Quận 8,70.0,7000.0
"Đường Ba Đình, Phường 8, Quận 8, Hồ Chí Minh",100.0,5.0,2.5,Đông - Nam,Đông - Nam,2.0,4.0,2.0,Have certificate,Full,6.4921840189128845,Nhà,Hồ Chí Minh,Quận 8,70.0,7000.0
"Đường Ba Đình, Phường 8, Quận 8, Hồ Chí Minh",100.0,5.0,2.5,Đông - Nam,Đông - Nam,3.0,4.0,2.0,Have certificate,Full,8.17727851826708,Nhà,Hồ Chí Minh,Quận 8,70.0,7000.0
"Đường An Phú Đông 9, Phường An Phú Đông, Quận 12, Hồ Chí Minh",95.5,4.2,4.0,Đông - Nam,Đông - Nam,1.0,3.0,3.0,Have certificate,Full,2.3522206858382093,Nhà,Hồ Chí Minh,Quận 1,500.0,47750.0
"Đường An Phú Đông 9, Phường An Phú Đông, Quận 12, Hồ Chí Minh",95.5,4.2,4.0,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Have certificate,Full,3.602012906638714,Nhà,Hồ Chí Minh,Quận 1,500.0,47750.0
"Đường An Phú Đông 9, Phường An Phú Đông, Quận 12, Hồ Chí Minh",95.5,4.2,4.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,4.984358877551666,Nhà,Hồ Chí Minh,Quận 1,500.0,47750.0
"Đường Bờ Bao Tân Thắng, Phường 10, Tân Bình, Hồ Chí Minh",114.4,4.2,6.0,Tây - Nam,Tây,1.0,4.0,3.0,Have certificate,Full,6.766650272566988,Nhà,Hồ Chí Minh,Quận 1,500.0,57200.0
"Đường Bờ Bao Tân Thắng, Phường 10, Tân Bình, Hồ Chí Minh",114.4,4.2,6.0,Tây - Nam,Tây,2.0,4.0,3.0,Have certificate,Full,10.08193986428377,Nhà,Hồ Chí Minh,Quận 1,500.0,57200.0
"Đường Bờ Bao Tân Thắng, Phường 10, Tân Bình, Hồ Chí Minh",114.4,4.2,6.0,Tây - Nam,Tây,3.0,4.0,3.0,Have certificate,Full,12.65987576324714,Nhà,Hồ Chí Minh,Quận 1,500.0,57200.0
"Phường An Lạc A, Bình Tân, Hồ Chí Minh",83.0,4.0,6.0,Đông - Nam,Đông - Nam,1.0,2.0,2.0,Have certificate,Full,2.695521110837308,Nhà,Hồ Chí Minh,Bình Tân,55.0,4565.0
"Phường An Lạc A, Bình Tân, Hồ Chí Minh",83.0,4.0,6.0,Đông - Nam,Đông - Nam,2.0,2.0,2.0,Have certificate,Full,4.193685547722632,Nhà,Hồ Chí Minh,Bình Tân,55.0,4565.0
"Phường An Lạc A, Bình Tân, Hồ Chí Minh",83.0,4.0,6.0,Đông - Nam,Đông - Nam,3.0,2.0,2.0,Have certificate,Full,5.317684643599837,Nhà,Hồ Chí Minh,Bình Tân,55.0,4565.0
"Đường Võ Văn Ngân, Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh",76.0,6.1,4.0,Đông - Nam,Đông - Nam,1.0,2.0,2.0,Have certificate,Full,3.2129271828849566,Nhà,Hồ Chí Minh,Thủ Đức,100.0,7600.0
"Đường Võ Văn Ngân, Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh",76.0,6.1,4.0,Đông - Nam,Đông - Nam,2.0,2.0,2.0,Have certificate,Full,4.873969487011487,Nhà,Hồ Chí Minh,Thủ Đức,100.0,7600.0
"Đường Võ Văn Ngân, Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh",76.0,6.1,4.0,Đông - Nam,Đông - Nam,3.0,2.0,2.0,Have certificate,Full,6.497200285014095,Nhà,Hồ Chí Minh,Thủ Đức,100.0,7600.0
"Đường Lê Văn Quới, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",63.0,4.0,6.0,Đông - Nam,Đông - Nam,1.0,4.0,3.0,Have certificate,Full,2.151155943641907,Nhà,Hồ Chí Minh,Bình Tân,55.0,3465.0
"Đường Lê Văn Quới, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",63.0,4.0,6.0,Đông - Nam,Đông - Nam,2.0,4.0,3.0,Have certificate,Full,3.3365044132101134,Nhà,Hồ Chí Minh,Bình Tân,55.0,3465.0
"Đường Lê Văn Quới, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",63.0,4.0,6.0,Đông - Nam,Đông - Nam,3.0,4.0,3.0,Have certificate,Full,4.540149697730517,Nhà,Hồ Chí Minh,Bình Tân,55.0,3465.0
"Đường Tân Thới Nhất 05, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",75.0,5.0,6.0,Bắc,Đông - Nam,1.0,3.0,3.0,Have certificate,Full,3.342017548868894,Nhà,Hồ Chí Minh,Quận 1,500.0,37500.0
"Đường Tân Thới Nhất 05, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",75.0,5.0,6.0,Bắc,Đông - Nam,2.0,3.0,3.0,Have certificate,Full,5.005380562890511,Nhà,Hồ Chí Minh,Quận 1,500.0,37500.0
"Đường Tân Thới Nhất 05, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",75.0,5.0,6.0,Bắc,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,6.120517468908588,Nhà,Hồ Chí Minh,Quận 1,500.0,37500.0
"Phường 5, Bình Thạnh, Hồ Chí Minh",31.0,4.0,5.0,Đông - Nam,Đông - Nam,1.0,3.0,3.0,Have certificate,Full,2.332181470241584,Nhà,Hồ Chí Minh,Quận 5,120.0,3720.0
"Phường 5, Bình Thạnh, Hồ Chí Minh",31.0,4.0,5.0,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Have certificate,Full,3.4234394264919588,Nhà,Hồ Chí Minh,Quận 5,120.0,3720.0
"Phường 5, Bình Thạnh, Hồ Chí Minh",31.0,4.0,5.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,4.3209599086646895,Nhà,Hồ Chí Minh,Quận 5,120.0,3720.0
"Đường Số 9, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",52.0,4.0,8.0,Đông - Nam,Đông - Nam,1.0,2.0,2.0,Have certificate,Full,5.148941990323908,Nhà,Hồ Chí Minh,Bình Tân,55.0,2860.0
"Đường Số 9, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",52.0,4.0,8.0,Đông - Nam,Đông - Nam,2.0,2.0,2.0,Have certificate,Full,7.380871927808528,Nhà,Hồ Chí Minh,Bình Tân,55.0,2860.0
"Đường Số 9, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",52.0,4.0,8.0,Đông - Nam,Đông - Nam,3.0,2.0,2.0,Have certificate,Full,10.30141899023062,Nhà,Hồ Chí Minh,Bình Tân,55.0,2860.0
"Đường Nguyễn Thị Sáu, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",60.0,4.0,12.0,Đông - Nam,Đông - Nam,1.0,3.0,3.0,Have certificate,Full,3.351330595779014,Nhà,Hồ Chí Minh,Quận 1,500.0,30000.0
"Đường Nguyễn Thị Sáu, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",60.0,4.0,12.0,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Have certificate,Full,4.8738295069663,Nhà,Hồ Chí Minh,Quận 1,500.0,30000.0
"Đường Nguyễn Thị Sáu, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",60.0,4.0,12.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,5.886584339852665,Nhà,Hồ Chí Minh,Quận 1,500.0,30000.0
"Đường Lê Văn Sỹ, Phường 13, Quận 3, Hồ Chí Minh",71.0,4.0,4.95,Đông - Nam,Đông - Nam,1.0,5.0,4.0,Have certificate,Basic,3.93519229355468,Nhà,Hồ Chí Minh,Quận 1,500.0,35500.0
"Đường Lê Văn Sỹ, Phường 13, Quận 3, Hồ Chí Minh",71.0,4.0,4.95,Đông - Nam,Đông - Nam,2.0,5.0,4.0,Have certificate,Basic,5.844854456565798,Nhà,Hồ Chí Minh,Quận 1,500.0,35500.0
"Đường Lê Văn Sỹ, Phường 13, Quận 3, Hồ Chí Minh",71.0,4.0,4.95,Đông - Nam,Đông - Nam,3.0,5.0,4.0,Have certificate,Basic,8.112051158562695,Nhà,Hồ Chí Minh,Quận 1,500.0,35500.0
"Đường Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Hồ Chí Minh",80.0,4.1,6.0,Tây - Nam,Tây - Nam,1.0,3.0,3.0,Sale contract,Basic,4.302838825901588,Nhà,Hồ Chí Minh,Quận 1,500.0,40000.0
"Đường Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Hồ Chí Minh",80.0,4.1,6.0,Tây - Nam,Tây - Nam,2.0,3.0,3.0,Sale contract,Basic,6.567845734894746,Nhà,Hồ Chí Minh,Quận 1,500.0,40000.0
"Đường Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Hồ Chí Minh",80.0,4.1,6.0,Tây - Nam,Tây - Nam,3.0,3.0,3.0,Sale contract,Basic,8.933180241366072,Nhà,Hồ Chí Minh,Quận 1,500.0,40000.0
"1/, Đường Bùi Dương Lịch, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",21.0,3.6,3.0,Đông - Nam,Đông - Nam,1.0,2.0,2.0,Have certificate,Full,2.322756794075153,Nhà,Hồ Chí Minh,Quận 1,500.0,10500.0
"1/, Đường Bùi Dương Lịch, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",21.0,3.6,3.0,Đông - Nam,Đông - Nam,2.0,2.0,2.0,Have certificate,Full,3.631621390906721,Nhà,Hồ Chí Minh,Quận 1,500.0,10500.0
"1/, Đường Bùi Dương Lịch, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",21.0,3.6,3.0,Đông - Nam,Đông - Nam,3.0,2.0,2.0,Have certificate,Full,4.745599943195085,Nhà,Hồ Chí Minh,Quận 1,500.0,10500.0
"156A, Đường Duy Tân, Phường 8, Tân Bình, Hồ Chí Minh",50.0,5.0,16.0,Đông,Đông,1.0,4.0,4.0,Have certificate,Full,3.410397574948392,Nhà,Hồ Chí Minh,Quận 1,500.0,25000.0
"156A, Đường Duy Tân, Phường 8, Tân Bình, Hồ Chí Minh",50.0,5.0,16.0,Đông,Đông,2.0,4.0,4.0,Have certificate,Full,5.289991664904224,Nhà,Hồ Chí Minh,Quận 1,500.0,25000.0
"156A, Đường Duy Tân, Phường 8, Tân Bình, Hồ Chí Minh",50.0,5.0,16.0,Đông,Đông,3.0,4.0,4.0,Have certificate,Full,6.628721893899815,Nhà,Hồ Chí Minh,Quận 1,500.0,25000.0
"Đường Nguyên Hồng, Phường 11, Bình Thạnh, Hồ Chí Minh",48.0,4.0,16.0,Nam,Nam,1.0,6.0,4.0,Have certificate,Full,1.996496680936903,Nhà,Hồ Chí Minh,Quận 1,500.0,24000.0
"Đường Nguyên Hồng, Phường 11, Bình Thạnh, Hồ Chí Minh",48.0,4.0,16.0,Nam,Nam,2.0,6.0,4.0,Have certificate,Full,2.8291830502278885,Nhà,Hồ Chí Minh,Quận 1,500.0,24000.0
"Đường Nguyên Hồng, Phường 11, Bình Thạnh, Hồ Chí Minh",48.0,4.0,16.0,Nam,Nam,3.0,6.0,4.0,Have certificate,Full,3.646467469721946,Nhà,Hồ Chí Minh,Quận 1,500.0,24000.0
"Đường 53, Phường Tân Quy, Quận 7, Hồ Chí Minh",85.0,4.3,5.0,Đông - Nam,Đông - Nam,1.0,4.0,3.0,Have certificate,Full,4.041159138978386,Nhà,Hồ Chí Minh,Quận 3,250.0,21250.0
"Đường 53, Phường Tân Quy, Quận 7, Hồ Chí Minh",85.0,4.3,5.0,Đông - Nam,Đông - Nam,2.0,4.0,3.0,Have certificate,Full,6.155367430994623,Nhà,Hồ Chí Minh,Quận 3,250.0,21250.0
"Đường 53, Phường Tân Quy, Quận 7, Hồ Chí Minh",85.0,4.3,5.0,Đông - Nam,Đông - Nam,3.0,4.0,3.0,Have certificate,Full,7.746320033380782,Nhà,Hồ Chí Minh,Quận 3,250.0,21250.0
"Phường 14, Gò Vấp, Hồ Chí Minh",83.0,4.2,5.0,Đông - Nam,Đông - Nam,1.0,4.0,3.0,Have certificate,Full,2.5262810448844686,Nhà,Hồ Chí Minh,Quận 1,500.0,41500.0
"Phường 14, Gò Vấp, Hồ Chí Minh",83.0,4.2,5.0,Đông - Nam,Đông - Nam,2.0,4.0,3.0,Have certificate,Full,3.56749751301044,Nhà,Hồ Chí Minh,Quận 1,500.0,41500.0
"Phường 14, Gò Vấp, Hồ Chí Minh",83.0,4.2,5.0,Đông - Nam,Đông - Nam,3.0,4.0,3.0,Have certificate,Full,4.450202047909815,Nhà,Hồ Chí Minh,Quận 1,500.0,41500.0
"Đường Ngô Chí Quốc, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",83.0,4.0,6.0,Tây - Nam,Tây - Nam,1.0,3.0,3.0,Have certificate,Basic,1.953635562735344,Nhà,Hồ Chí Minh,Thủ Đức,100.0,8300.0
"Đường Ngô Chí Quốc, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",83.0,4.0,6.0,Tây - Nam,Tây - Nam,2.0,3.0,3.0,Have certificate,Basic,2.861368799261516,Nhà,Hồ Chí Minh,Thủ Đức,100.0,8300.0
"Đường Ngô Chí Quốc, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",83.0,4.0,6.0,Tây - Nam,Tây - Nam,3.0,3.0,3.0,Have certificate,Basic,3.995766792810516,Nhà,Hồ Chí Minh,Thủ Đức,100.0,8300.0
"Đường Tân Chánh Hiệp, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",64.0,4.2,6.0,Đông - Nam,Đông - Nam,1.0,2.0,1.0,Have certificate,Full,4.293517056278484,Nhà,Hồ Chí Minh,Quận 1,500.0,32000.0
"Đường Tân Chánh Hiệp, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",64.0,4.2,6.0,Đông - Nam,Đông - Nam,2.0,2.0,1.0,Have certificate,Full,6.064549353531662,Nhà,Hồ Chí Minh,Quận 1,500.0,32000.0
"Đường Tân Chánh Hiệp, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",64.0,4.2,6.0,Đông - Nam,Đông - Nam,3.0,2.0,1.0,Have certificate,Full,7.320106000446859,Nhà,Hồ Chí Minh,Quận 1,500.0,32000.0
"Đường Số 14, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",32.0,4.0,4.0,Bắc,Bắc,1.0,2.0,2.0,Have certificate,Basic,4.808450165346822,Nhà,Hồ Chí Minh,Quận 1,500.0,16000.0
"Đường Số 14, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",32.0,4.0,4.0,Bắc,Bắc,2.0,2.0,2.0,Have certificate,Basic,7.230377600324753,Nhà,Hồ Chí Minh,Quận 1,500.0,16000.0
"Đường Số 14, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",32.0,4.0,4.0,Bắc,Bắc,3.0,2.0,2.0,Have certificate,Basic,8.784827822528436,Nhà,Hồ Chí Minh,Quận 1,500.0,16000.0
"Green River quận 8, Số 2225, Đường Phạm Thế Hiển, Phường 6, Quận 8, Hồ Chí Minh",151.0,20.0,30.0,Nam,Nam,1.0,2.0,3.0,Have certificate,Full,2.215845023168333,Nhà,Hồ Chí Minh,Quận 5,120.0,18120.0
"Green River quận 8, Số 2225, Đường Phạm Thế Hiển, Phường 6, Quận 8, Hồ Chí Minh",151.0,20.0,30.0,Nam,Nam,2.0,2.0,3.0,Have certificate,Full,3.5339704099125724,Nhà,Hồ Chí Minh,Quận 5,120.0,18120.0
"Green River quận 8, Số 2225, Đường Phạm Thế Hiển, Phường 6, Quận 8, Hồ Chí Minh",151.0,20.0,30.0,Nam,Nam,3.0,2.0,3.0,Have certificate,Full,4.252902260065191,Nhà,Hồ Chí Minh,Quận 5,120.0,18120.0
"Đường Kinh Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh",70.0,5.0,4.5,Đông - Nam,Đông - Nam,1.0,3.0,2.0,Have certificate,Full,3.143903898910519,Nhà,Hồ Chí Minh,Bình Tân,55.0,3850.0
"Đường Kinh Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh",70.0,5.0,4.5,Đông - Nam,Đông - Nam,2.0,3.0,2.0,Have certificate,Full,5.018010355451342,Nhà,Hồ Chí Minh,Bình Tân,55.0,3850.0
"Đường Kinh Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh",70.0,5.0,4.5,Đông - Nam,Đông - Nam,3.0,3.0,2.0,Have certificate,Full,6.990716401879456,Nhà,Hồ Chí Minh,Bình Tân,55.0,3850.0
"Đường Nam Kỳ Khởi Nghĩa, Phường 7, Quận 3, Hồ Chí Minh",50.2,4.0,4.0,Đông - Nam,Đông - Nam,1.0,5.0,5.0,Have certificate,Full,2.7416169699850763,Nhà,Hồ Chí Minh,Quận 3,250.0,12550.0
"Đường Nam Kỳ Khởi Nghĩa, Phường 7, Quận 3, Hồ Chí Minh",50.2,4.0,4.0,Đông - Nam,Đông - Nam,2.0,5.0,5.0,Have certificate,Full,3.937646170155813,Nhà,Hồ Chí Minh,Quận 3,250.0,12550.0
"Đường Nam Kỳ Khởi Nghĩa, Phường 7, Quận 3, Hồ Chí Minh",50.2,4.0,4.0,Đông - Nam,Đông - Nam,3.0,5.0,5.0,Have certificate,Full,5.170553832432212,Nhà,Hồ Chí Minh,Quận 3,250.0,12550.0
"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",110.0,7.0,7.0,Nam,Nam,1.0,4.0,4.0,Have certificate,Full,7.585317724573233,Nhà,Hồ Chí Minh,Quận 1,500.0,55000.0
"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",110.0,7.0,7.0,Nam,Nam,2.0,4.0,4.0,Have certificate,Full,11.588452854824824,Nhà,Hồ Chí Minh,Quận 1,500.0,55000.0
"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",110.0,7.0,7.0,Nam,Nam,3.0,4.0,4.0,Have certificate,Full,15.869336082820997,Nhà,Hồ Chí Minh,Quận 1,500.0,55000.0
"Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",49.0,4.3,5.0,Đông - Nam,Đông - Nam,1.0,3.0,4.0,Have certificate,Full,3.070663128423983,Nhà,Hồ Chí Minh,Quận 7,180.0,8820.0
